Sex,Team,Year,Medal,ID
M,Italy,1906,Gold,36679
M,Italy,1906,Gold,36680
M,Italy,1932,Silver,36708
M,Italy,2016,Silver,36717
F,Italy,1996,Silver,36719
F,Italy,1996,Gold,36720
F,Italy,2000,Gold,36721
F,Italy,2000,Gold,36722
F,Italy,2004,Gold,36723
F,Italy,2008,Gold,36724
F,Italy,2008,Bronze,36725
F,Italy,2012,Bronze,36726
F,Italy,2012,Gold,36727
M,Italy,1968,Gold,36734
M,Italy,1968,Bronze,36735
M,Italy,1960,Bronze,36738
M,Italy,2016,Bronze,36745
M,Italy,2000,Bronze,36766
M,Italy,1960,Gold,36774
M,Italy,1936,Gold,36777
M,Italy,2000,Bronze,36809
M,Italy,1980,Silver,36811
M,Italy,1952,Bronze,36858
F,Italy,1928,Silver,36877
M,Italy,1928,Gold,36878
F,Italy,2014,Bronze,36882
M,Italy,2016,Gold,36883
M,Italy,2000,Silver,36887
M,Italy,1994,Silver,37156
M,Italy,1994,Gold,37157
M,Italy,1984,Bronze,37181
F,Italy,1994,Gold,37763
F,Italy,2014,Bronze,38097
M,Italy,2014,Bronze,38363
M,Italy,1956,Gold,38372
F,Italy,1988,Silver,39226
F,Italy,1992,Gold,39227
F,Italy,1996,Silver,39228
M,Italy,1960,Silver,39244
M,Italy,1912,Gold,39245
M,Italy,1920,Gold,39246
M,Italy,1920,Gold,39247
M,Italy,1924,Gold,39248
M,Italy,1924,Bronze,39249
F,Italy,2004,Gold,39251
M,Italy,1964,Gold,39270
M,Italy,1912,Gold,39273
M,Italy,2012,Bronze,39320
M,Italy,2016,Silver,39321
M,Italy,2000,Bronze,39379
M,Italy,1988,Bronze,39630
F,Italy,2006,Bronze,39631
F,Italy,2006,Bronze,39632
M,Italy,1994,Bronze,39665
M,Italy,1998,Silver,39666
M,Italy,2002,Gold,39667
M,Italy,2006,Gold,39668
M,Italy,2010,Bronze,39669
M,Italy,2014,Bronze,39670
M,Italy,1996,Silver,39686
M,Italy,1912,Gold,39687
M,Italy,1920,Gold,39688
M,Italy,2002,Bronze,39689
M,Italy,2002,Silver,39690
M,Italy,2006,Gold,39691
M,Italy,1924,Gold,39725
M,Italy,1960,Bronze,39726
M,Italy,1952,Silver,39727
M,Italy,1948,Silver,39733
M,Italy,1980,Bronze,39743
M,Italy,1968,Gold,1136
M,Italy,1964,Bronze,1370
M,Italy,1972,Silver,3410
M,Italy,1994,Gold,4165
M,Italy,1980,Silver,4213
M,Italy,1956,Gold,6007
M,Italy,1972,Silver,6588
M,Italy,1956,Gold,6606
M,Italy,1968,Gold,7028
M,Italy,1968,Gold,7029
M,Italy,1972,Silver,7083
M,Italy,1972,Silver,10070
F,Italy,2002,Bronze,10359
M,Italy,1980,Silver,12042
M,Italy,2006,Bronze,12989
M,Italy,1972,Gold,13657
M,Italy,1994,Bronze,14349
M,Italy,1998,Gold,14350
M,Italy,1992,Bronze,14356
M,Italy,1994,Gold,14362
F,Italy,2006,Bronze,14824
M,Italy,2016,Silver,20992
M,Italy,1964,Bronze,21343
M,Italy,2002,Bronze,21712
M,Italy,1964,Bronze,23603
M,Italy,1968,Gold,23605
M,Italy,1968,Gold,23606
M,Italy,2016,Silver,24758
M,Italy,1972,Gold,27471
M,Italy,2006,Bronze,27475
M,Italy,1992,Bronze,28317
M,Italy,1964,Bronze,32112
M,Italy,1998,Gold,34421
M,Italy,1994,Bronze,34944
F,Italy,2006,Bronze,37764
M,Italy,1968,Gold,39260
M,Italy,1956,Silver,595
M,Italy,1956,Silver,596
M,Italy,1964,Silver,3380
M,Italy,1956,Silver,11150
M,Italy,1994,Silver,14357
M,Italy,1956,Silver,23425
M,Italy,1956,Silver,23601
M,Italy,1956,Silver,23602
M,Italy,1964,Bronze,23604
M,Italy,1994,Silver,28318
M,Italy,1964,Bronze,29040
M,Italy,1964,Bronze,32111
M,Italy,1964,Bronze,32113
M,Italy,1964,Silver,39287
M,Jamaica,2016,Silver,527
M,Jamaica,2016,Gold,1254
M,Jamaica,2000,Silver,1422
F,Jamaica,2004,Gold,1581
M,Jamaica,2012,Gold,1592
M,Jamaica,2016,Gold,1593
M,Jamaica,1996,Silver,2235
M,Jamaica,2000,Silver,3053
M,Jamaica,1996,Bronze,3072
M,Jamaica,2012,Silver,3074
M,Jamaica,2012,Silver,3075
M,Jamaica,2012,Gold,3076
M,Jamaica,2016,Gold,3077
M,Jamaica,2008,Gold,3356
M,Jamaica,2008,Gold,3357
M,Jamaica,2012,Gold,3358
M,Jamaica,2012,Gold,3359
M,Jamaica,2012,Gold,3360
M,Jamaica,2016,Gold,3361
M,Jamaica,2016,Gold,3362
M,Jamaica,2016,Gold,3363
F,Jamaica,2000,Silver,4437
F,Jamaica,2004,Bronze,4438
M,Jamaica,1988,Silver,4472
F,Jamaica,2012,Silver,4718
M,Jamaica,1988,Silver,4730
F,Jamaica,2000,Silver,4778
F,Jamaica,2004,Bronze,4779
F,Jamaica,2004,Gold,4780
F,Jamaica,2004,Gold,4781
F,Jamaica,2008,Gold,4782
F,Jamaica,2012,Bronze,4783
F,Jamaica,2012,Silver,4784
F,Jamaica,2016,Silver,4785
M,Jamaica,2012,Gold,5001
M,Jamaica,1996,Bronze,5744
F,Jamaica,1992,Silver,6481
F,Jamaica,1992,Silver,6482
F,Jamaica,1996,Bronze,6483
M,Jamaica,1988,Silver,6794
F,Jamaica,2004,Bronze,6832
F,Jamaica,2012,Bronze,6860
F,Jamaica,2016,Silver,6861
M,Jamaica,2016,Silver,8263
M,Jamaica,1984,Silver,8526
F,Jamaica,2016,Silver,9128
F,Jamaica,2016,Silver,9866
M,Jamaica,2016,Silver,9993
F,Jamaica,2008,Gold,10064
F,Jamaica,2012,Gold,10065
F,Jamaica,2012,Silver,10066
F,Jamaica,2012,Silver,10067
F,Jamaica,2016,Bronze,10068
F,Jamaica,2016,Silver,10069
M,Jamaica,2012,Gold,10072
F,Jamaica,2000,Silver,10077
F,Jamaica,1996,Bronze,10131
F,Jamaica,2016,Silver,11486
F,Jamaica,2000,Silver,11668
F,Jamaica,2000,Silver,11669
M,Jamaica,1988,Silver,11672
M,Jamaica,1988,Silver,11674
M,Jamaica,1992,Silver,11675
M,Jamaica,1996,Bronze,13034
M,Jamaica,2000,Bronze,13035
M,Jamaica,2000,Silver,13036
F,Jamaica,1996,Gold,13362
F,Jamaica,2000,Silver,13363
F,Jamaica,2000,Silver,13364
F,Jamaica,2012,Silver,13470
F,Jamaica,2000,Silver,14256
F,Jamaica,2016,Bronze,15021
F,Jamaica,2016,Silver,15022
F,Jamaica,1988,Silver,15026
M,Jamaica,1952,Gold,18959
M,Jamaica,1984,Silver,19402
F,Jamaica,2000,Silver,19409
F,Jamaica,2000,Silver,19410
F,Jamaica,2004,Gold,19411
F,Jamaica,1996,Bronze,20497
F,Jamaica,2008,Bronze,20505
F,Jamaica,2012,Bronze,20506
M,Jamaica,1996,Bronze,21896
M,Jamaica,2016,Silver,22169
F,Jamaica,2000,Bronze,22391
F,Jamaica,2000,Silver,22392
F,Jamaica,2004,Gold,22393
M,Jamaica,1996,Bronze,22400
M,Jamaica,2000,Silver,22401
M,Jamaica,2016,Silver,22405
M,Jamaica,2000,Silver,22421
M,Jamaica,2004,Silver,22422
M,Jamaica,1948,Silver,22486
M,Jamaica,1952,Silver,22487
M,Jamaica,1952,Silver,22488
M,Jamaica,1952,Gold,22489
F,Jamaica,2016,Silver,22537
M,Jamaica,2016,Gold,22547
F,Jamaica,2016,Silver,22580
M,Jamaica,1984,Silver,22651
M,Jamaica,1968,Silver,23154
M,Jamaica,1972,Bronze,23155
M,Jamaica,2016,Gold,23263
F,Jamaica,1996,Bronze,23332
M,Jamaica,1988,Silver,23776
F,Jamaica,1980,Bronze,25993
F,Jamaica,1984,Bronze,25994
F,Jamaica,1984,Bronze,25995
F,Jamaica,1992,Bronze,25996
F,Jamaica,1996,Silver,25997
F,Jamaica,1996,Silver,25998
F,Jamaica,1996,Bronze,25999
F,Jamaica,2000,Bronze,26000
F,Jamaica,2000,Silver,26001
M,Jamaica,2012,Bronze,26291
F,Jamaica,2000,Silver,27660
M,Jamaica,2016,Gold,27851
M,Jamaica,1976,Silver,28186
M,Jamaica,1976,Gold,28187
M,Jamaica,1980,Bronze,28188
M,Jamaica,1984,Silver,28189
M,Jamaica,1952,Gold,28854
M,Jamaica,1952,Gold,28855
F,Jamaica,2000,Silver,28909
F,Jamaica,2004,Bronze,28910
M,Jamaica,1996,Bronze,29216
F,Jamaica,1996,Bronze,29889
F,Jamaica,2004,Gold,32019
F,Jamaica,2008,Silver,32020
F,Jamaica,2012,Silver,32021
F,Jamaica,2004,Bronze,32493
F,Jamaica,2008,Silver,33341
F,Jamaica,2008,Bronze,33342
F,Jamaica,2012,Silver,33343
M,Jamaica,1984,Silver,33349
F,Jamaica,2016,Gold,34788
F,Jamaica,2016,Gold,34789
F,Jamaica,2016,Silver,34790
F,Jamaica,2008,Gold,37296
M,Jamaica,2012,Bronze,37738
M,Jamaica,1980,Bronze,37784
F,Jamaica,2008,Bronze,38037
F,Jamaica,2012,Bronze,38038
F,Jamaica,2008,Bronze,38183
M,Jamaica,2000,Silver,38221
F,Jamaica,2016,Silver,38224
F,Jamaica,2008,Silver,38260
F,Jamaica,2008,Bronze,38261
F,Jamaica,2012,Bronze,38262
F,Jamaica,2004,Bronze,38280
F,Jamaica,2008,Bronze,38281
F,Jamaica,2012,Bronze,38282
F,Jamaica,2016,Silver,38283
M,Jamaica,1948,Gold,38390
M,Jamaica,1948,Silver,38391
M,Jamaica,1952,Silver,38392
M,Jamaica,1952,Gold,38393
M,Japan,1994,Gold,71
F,Japan,1964,Bronze,118
M,Japan,1956,Silver,304
M,Japan,1956,Silver,305
M,Japan,1960,Gold,306
M,Japan,1960,Gold,307
M,Japan,1992,Bronze,308
M,Japan,2004,Bronze,309
M,Japan,1984,Silver,337
M,Japan,1992,Bronze,338
M,Japan,1992,Bronze,340
M,Japan,1976,Bronze,845
F,Japan,2012,Silver,846
F,Japan,2000,Silver,847
M,Japan,2004,Bronze,848
F,Japan,2004,Gold,972
M,Japan,1972,Bronze,1038
F,Japan,1972,Gold,1039
M,Japan,2016,Bronze,1076
M,Japan,1976,Bronze,1077
M,Japan,1928,Silver,1078
M,Japan,1936,Bronze,1079
M,Japan,1936,Gold,1080
F,Japan,2006,Gold,1081
F,Japan,2012,Bronze,1082
F,Japan,1976,Gold,1083
F,Japan,1992,Silver,1126
F,Japan,1996,Bronze,1127
F,Japan,2010,Silver,1222
M,Japan,2008,Silver,1224
M,Japan,2012,Silver,1393
M,Japan,2016,Gold,1623
M,Japan,2016,Silver,4727
M,Japan,2012,Silver,5499
M,Japan,1992,Bronze,5518
M,Japan,1976,Gold,6732
M,Japan,1964,Bronze,7263
F,Japan,2016,Gold,7955
F,Japan,2012,Bronze,8436
M,Japan,2012,Bronze,8459
M,Japan,2016,Bronze,8460
F,Japan,2000,Silver,8542
F,Japan,1984,Bronze,8543
M,Japan,2016,Bronze,8574
F,Japan,2008,Gold,8745
F,Japan,1996,Gold,8746
M,Japan,1976,Bronze,8761
M,Japan,1960,Gold,8762
M,Japan,1964,Gold,8763
M,Japan,1964,Gold,8764
M,Japan,1964,Silver,8765
M,Japan,1964,Gold,8766
M,Japan,1968,Gold,8767
M,Japan,1968,Silver,8768
M,Japan,1984,Silver,8997
F,Japan,1996,Bronze,10295
F,Japan,2000,Silver,10296
M,Japan,2008,Bronze,10297
M,Japan,2012,Silver,10298
F,Japan,2000,Silver,10299
F,Japan,2004,Silver,10300
M,Japan,2004,Bronze,10301
M,Japan,1968,Silver,10302
F,Japan,2008,Gold,10303
M,Japan,1976,Gold,10304
M,Japan,1960,Silver,10305
F,Japan,1964,Gold,10306
M,Japan,1936,Bronze,10307
M,Japan,1972,Gold,10308
M,Japan,1996,Silver,10309
M,Japan,2004,Bronze,10310
F,Japan,2012,Silver,10311
F,Japan,2016,Bronze,10312
M,Japan,1960,Silver,10313
M,Japan,1964,Bronze,10314
F,Japan,2012,Silver,10315
F,Japan,1968,Silver,10316
M,Japan,1998,Silver,10331
M,Japan,1998,Gold,10332
M,Japan,1998,Gold,10333
F,Japan,1972,Silver,10355
M,Japan,1956,Gold,10356
M,Japan,2012,Silver,10357
M,Japan,2004,Silver,10360
M,Japan,1952,Silver,11552
M,Japan,1984,Gold,12245
M,Japan,1984,Bronze,12246
M,Japan,1984,Silver,12247
M,Japan,1984,Bronze,12248
M,Japan,1984,Gold,12249
M,Japan,2016,Bronze,12419
M,Japan,2012,Bronze,12445
M,Japan,2016,Bronze,12446
M,Japan,2016,Silver,12447
M,Japan,2016,Gold,12448
F,Japan,2016,Bronze,12491
F,Japan,1968,Silver,12575
F,Japan,1972,Silver,12576
M,Japan,1932,Silver,12577
F,Japan,2004,Bronze,12578
F,Japan,2008,Bronze,12579
M,Japan,1952,Silver,12580
M,Japan,1936,Gold,12660
M,Japan,1964,Gold,12679
F,Japan,1964,Gold,12686
M,Japan,2016,Bronze,12693
M,Japan,2014,Gold,12823
M,Japan,1994,Silver,12829
M,Japan,1998,Bronze,12830
M,Japan,1998,Gold,12831
M,Japan,1936,Silver,12832
F,Japan,2004,Silver,12833
F,Japan,2008,Bronze,12834
M,Japan,2016,Silver,12840
F,Japan,1988,Silver,12986
F,Japan,1992,Bronze,12991
M,Japan,1952,Silver,12992
M,Japan,1992,Bronze,13012
F,Japan,2012,Bronze,13081
M,Japan,1964,Gold,13083
M,Japan,1964,Gold,13084
M,Japan,2016,Silver,13652
M,Japan,1976,Bronze,13737
M,Japan,1960,Bronze,13738
M,Japan,2014,Silver,13739
F,Japan,2012,Silver,13740
M,Japan,2012,Silver,13741
M,Japan,2014,Bronze,13742
M,Japan,1984,Bronze,13743
M,Japan,1972,Silver,13744
M,Japan,1976,Bronze,13745
F,Japan,1984,Bronze,13749
F,Japan,2008,Gold,13751
F,Japan,1984,Bronze,13752
F,Japan,1928,Silver,13771
M,Japan,1994,Bronze,14116
M,Japan,1964,Bronze,14119
F,Japan,2012,Bronze,14184
F,Japan,2016,Bronze,14185
M,Japan,1984,Gold,14191
M,Japan,1988,Bronze,14192
F,Japan,2010,Silver,14281
M,Japan,1964,Gold,14609
M,Japan,1964,Bronze,14610
F,Japan,2004,Silver,14611
F,Japan,2008,Silver,14612
F,Japan,2004,Gold,14613
F,Japan,2008,Gold,14614
F,Japan,2012,Gold,14615
F,Japan,2016,Gold,14616
M,Japan,1976,Gold,14631
M,Japan,1956,Silver,14632
M,Japan,1996,Silver,14650
F,Japan,1972,Silver,14660
F,Japan,1976,Gold,14661
M,Japan,2016,Silver,14662
M,Japan,1956,Gold,14663
M,Japan,1964,Bronze,14664
M,Japan,1988,Bronze,14667
M,Japan,1988,Bronze,14668
M,Japan,1992,Bronze,14669
M,Japan,1992,Silver,14670
M,Japan,1996,Silver,14728
M,Japan,1932,Silver,14767
M,Japan,1964,Gold,14768
M,Japan,1992,Bronze,14769
F,Japan,2012,Bronze,14770
M,Japan,2004,Bronze,14771
M,Japan,2000,Gold,14772
M,Japan,2004,Silver,14773
F,Japan,1968,Silver,14774
F,Japan,2008,Gold,14776
F,Japan,2016,Bronze,14777
F,Japan,2016,Bronze,14778
M,Japan,2012,Bronze,14805
M,Japan,2012,Silver,14806
M,Japan,2012,Silver,14807
M,Japan,1984,Silver,14808
M,Japan,1932,Silver,14809
M,Japan,1984,Bronze,14834
F,Japan,1984,Bronze,14850
M,Japan,1960,Bronze,14851
M,Japan,1992,Bronze,14852
M,Japan,1960,Silver,14854
M,Japan,2004,Bronze,14855
M,Japan,2008,Gold,14856
M,Japan,1952,Gold,14857
F,Japan,2012,Silver,14858
F,Japan,2016,Bronze,14859
F,Japan,2000,Silver,14860
M,Japan,1956,Silver,14861
F,Japan,1964,Gold,14886
F,Japan,2000,Silver,14887
M,Japan,2014,Bronze,14896
F,Japan,2000,Silver,14897
F,Japan,2004,Bronze,14898
F,Japan,1992,Silver,14899
F,Japan,2016,Bronze,14900
F,Japan,2008,Gold,14901
M,Japan,1992,Bronze,14902
F,Japan,2012,Silver,14966
F,Japan,2004,Bronze,14967
F,Japan,1968,Silver,14968
F,Japan,1972,Silver,14969
M,Japan,2004,Bronze,14970
M,Japan,1964,Bronze,14971
F,Japan,1992,Gold,14972
M,Japan,2004,Bronze,14973
F,Japan,2012,Silver,14974
M,Japan,2004,Silver,14984
F,Japan,1996,Bronze,15513
F,Japan,2000,Silver,15514
M,Japan,2004,Bronze,15650
M,Japan,1996,Bronze,15994
F,Japan,1984,Bronze,16059
F,Japan,2012,Silver,16074
M,Japan,1984,Bronze,16087
M,Japan,1984,Silver,16088
M,Japan,1976,Gold,16089
M,Japan,1976,Bronze,16090
M,Japan,1984,Gold,16164
M,Japan,1968,Bronze,16165
M,Japan,1968,Bronze,16166
M,Japan,1964,Silver,16175
M,Japan,2004,Bronze,16199
M,Japan,1968,Gold,16200
F,Japan,1976,Gold,16202
F,Japan,2016,Gold,16203
F,Japan,2012,Bronze,16210
F,Japan,2012,Bronze,16219
F,Japan,2008,Gold,16296
M,Japan,1956,Silver,16375
F,Japan,1964,Gold,16376
M,Japan,1994,Silver,16377
M,Japan,2014,Silver,16378
M,Japan,2014,Bronze,16379
M,Japan,1972,Gold,16380
M,Japan,1972,Bronze,16381
M,Japan,1972,Silver,16382
M,Japan,1972,Bronze,16383
M,Japan,1972,Gold,16391
M,Japan,2004,Gold,16395
M,Japan,2004,Bronze,16396
M,Japan,2008,Silver,16397
M,Japan,1920,Silver,16398
M,Japan,1968,Bronze,16425
M,Japan,2010,Bronze,16427
F,Japan,1976,Gold,16428
M,Japan,1972,Gold,16429
M,Japan,2012,Silver,16430
M,Japan,2016,Gold,16431
M,Japan,1968,Gold,16432
M,Japan,1968,Gold,16433
M,Japan,1968,Gold,16434
M,Japan,1968,Bronze,16435
M,Japan,1972,Gold,16436
M,Japan,1972,Gold,16437
M,Japan,1972,Gold,16438
M,Japan,1972,Silver,16439
M,Japan,1972,Silver,16440
M,Japan,1976,Silver,16441
M,Japan,1976,Gold,16442
M,Japan,1976,Gold,16443
M,Japan,1968,Gold,16444
M,Japan,1968,Bronze,16445
F,Japan,2012,Bronze,16446
M,Japan,1992,Bronze,16481
F,Japan,1996,Bronze,16482
M,Japan,1972,Gold,16483
F,Japan,2016,Gold,16484
M,Japan,1992,Bronze,16485
M,Japan,1932,Silver,16486
M,Japan,1996,Silver,16489
F,Japan,2012,Bronze,16490
M,Japan,1992,Bronze,16491
F,Japan,1996,Bronze,16492
F,Japan,2004,Silver,16493
F,Japan,2012,Silver,16494
M,Japan,1932,Bronze,16495
M,Japan,1968,Gold,16663
M,Japan,1968,Bronze,16664
M,Japan,1972,Silver,16665
M,Japan,1972,Gold,16666
M,Japan,1972,Bronze,16667
M,Japan,1972,Bronze,16668
M,Japan,1976,Gold,16669
M,Japan,1976,Silver,16670
M,Japan,1976,Silver,16671
M,Japan,1968,Silver,17126
M,Japan,1996,Silver,17129
M,Japan,1968,Silver,17130
M,Japan,1972,Gold,17131
F,Japan,1984,Bronze,17132
F,Japan,2012,Bronze,17133
M,Japan,2004,Bronze,17134
F,Japan,2012,Silver,17164
F,Japan,1996,Silver,17181
M,Japan,2016,Silver,17292
M,Japan,2004,Gold,17323
M,Japan,2004,Gold,17324
M,Japan,2004,Bronze,17325
M,Japan,2008,Gold,17326
M,Japan,2008,Gold,17327
M,Japan,2008,Bronze,17328
M,Japan,2012,Silver,17329
M,Japan,1932,Gold,17330
M,Japan,1952,Silver,17331
F,Japan,2004,Silver,17332
M,Japan,1984,Silver,17333
M,Japan,1932,Gold,17357
M,Japan,1936,Bronze,17358
M,Japan,1992,Bronze,17603
M,Japan,2004,Bronze,17610
M,Japan,1932,Silver,17611
M,Japan,1988,Gold,17612
F,Japan,2000,Silver,17613
M,Japan,2016,Bronze,17622
F,Japan,2010,Silver,17659
M,Japan,1992,Gold,17667
M,Japan,1996,Silver,17668
M,Japan,1992,Bronze,17673
M,Japan,1932,Silver,17686
M,Japan,1936,Bronze,17687
M,Japan,1968,Silver,17697
M,Japan,1992,Bronze,17700
F,Japan,1968,Silver,17701
M,Japan,1992,Bronze,17720
M,Japan,1932,Silver,17815
F,Japan,2016,Bronze,17821
F,Japan,1964,Gold,17822
M,Japan,1988,Bronze,17843
M,Japan,1932,Silver,17844
M,Japan,1972,Silver,17846
M,Japan,1956,Silver,17851
M,Japan,1992,Gold,17852
M,Japan,1994,Gold,17853
M,Japan,1994,Silver,17854
M,Japan,1964,Bronze,18011
F,Japan,2000,Silver,18014
M,Japan,1992,Bronze,18020
M,Japan,1984,Bronze,18091
F,Japan,1988,Bronze,18093
F,Japan,1988,Bronze,18094
M,Japan,1964,Bronze,18209
M,Japan,1956,Silver,18534
M,Japan,1956,Silver,18535
M,Japan,1956,Bronze,18536
M,Japan,1976,Bronze,18558
M,Japan,1920,Silver,18659
M,Japan,1920,Silver,18660
F,Japan,2012,Silver,18661
M,Japan,1976,Silver,18713
M,Japan,2004,Bronze,18733
M,Japan,1988,Bronze,18734
M,Japan,1992,Silver,18735
M,Japan,1996,Silver,18736
F,Japan,2000,Bronze,18756
M,Japan,1968,Bronze,18790
M,Japan,1996,Silver,18791
F,Japan,2008,Gold,21112
F,Japan,1976,Gold,21247
F,Japan,1932,Silver,21248
F,Japan,1936,Gold,21249
M,Japan,1932,Silver,21402
M,Japan,1936,Bronze,21403
M,Japan,1984,Bronze,21503
F,Japan,2016,Bronze,21978
F,Japan,2012,Silver,21979
F,Japan,2000,Silver,22068
M,Japan,1960,Silver,22125
F,Japan,1976,Gold,22126
M,Japan,2008,Bronze,22127
M,Japan,2012,Bronze,22128
M,Japan,2012,Silver,22129
M,Japan,2016,Bronze,22130
M,Japan,1968,Bronze,22131
F,Japan,2012,Gold,22132
F,Japan,2016,Bronze,22133
F,Japan,2000,Silver,22134
M,Japan,2012,Bronze,22135
F,Japan,1964,Gold,22136
F,Japan,1972,Silver,22137
F,Japan,1964,Gold,22138
M,Japan,1992,Bronze,22139
M,Japan,1992,Bronze,22140
M,Japan,2008,Silver,22141
M,Japan,1996,Silver,22142
M,Japan,1984,Gold,22143
F,Japan,2016,Gold,22144
M,Japan,2004,Bronze,22145
M,Japan,1976,Silver,23006
M,Japan,1992,Gold,23059
M,Japan,1964,Bronze,23229
M,Japan,1968,Silver,23230
M,Japan,1972,Gold,23231
F,Japan,2000,Bronze,23232
F,Japan,2008,Gold,23245
M,Japan,1996,Silver,23284
F,Japan,2004,Bronze,23297
F,Japan,2008,Gold,23298
F,Japan,2016,Bronze,23349
F,Japan,2016,Bronze,23350
M,Japan,1960,Gold,23351
M,Japan,1964,Gold,23352
M,Japan,1968,Silver,23353
F,Japan,1984,Bronze,23354
M,Japan,2004,Bronze,23365
M,Japan,1992,Bronze,23366
M,Japan,1992,Bronze,23367
M,Japan,1984,Gold,23368
M,Japan,1988,Silver,23369
F,Japan,1984,Bronze,23370
F,Japan,2012,Silver,23371
F,Japan,2016,Bronze,23372
M,Japan,2012,Silver,23373
M,Japan,1960,Silver,23374
M,Japan,1964,Gold,23375
M,Japan,1968,Gold,23376
M,Japan,1968,Bronze,23377
F,Japan,2012,Silver,23378
F,Japan,1964,Gold,23379
M,Japan,1968,Bronze,23380
M,Japan,2004,Bronze,23381
M,Japan,1968,Bronze,23382
M,Japan,2008,Bronze,23384
M,Japan,1932,Gold,23385
M,Japan,1932,Gold,23386
F,Japan,1992,Silver,23389
M,Japan,1988,Bronze,23393
M,Japan,2016,Bronze,23394
M,Japan,2016,Silver,23395
M,Japan,2004,Gold,23396
M,Japan,1996,Silver,23731
M,Japan,1968,Bronze,23732
M,Japan,1996,Silver,23741
M,Japan,1968,Bronze,23743
M,Japan,1992,Silver,23744
M,Japan,1984,Bronze,23745
M,Japan,1984,Silver,23746
M,Japan,1984,Gold,23747
M,Japan,1968,Silver,23748
M,Japan,1972,Gold,23749
F,Japan,1984,Bronze,23750
M,Japan,2004,Bronze,23751
M,Japan,2004,Bronze,23752
M,Japan,1964,Bronze,23753
F,Japan,1984,Bronze,23867
F,Japan,1984,Bronze,23868
M,Japan,1968,Gold,24044
M,Japan,2004,Bronze,24070
M,Japan,2012,Gold,24073
M,Japan,2004,Gold,24102
M,Japan,2012,Bronze,24103
M,Japan,2008,Bronze,24285
F,Japan,2012,Silver,24286
M,Japan,2016,Bronze,24287
M,Japan,1984,Silver,24288
M,Japan,2010,Silver,24289
M,Japan,1932,Silver,24290
M,Japan,2000,Silver,24291
M,Japan,2004,Silver,24292
F,Japan,2000,Silver,24327
F,Japan,2004,Bronze,24328
M,Japan,1924,Bronze,24329
F,Japan,1984,Bronze,24332
F,Japan,1996,Bronze,24333
F,Japan,2016,Bronze,24334
F,Japan,2012,Bronze,24335
M,Japan,1992,Bronze,24336
M,Japan,1996,Silver,24337
M,Japan,1932,Silver,24338
M,Japan,1996,Gold,24339
F,Japan,2000,Silver,24340
F,Japan,2000,Bronze,24341
F,Japan,2016,Bronze,24342
F,Japan,2008,Bronze,24343
F,Japan,2016,Bronze,24344
M,Japan,2004,Bronze,24345
F,Japan,2004,Bronze,24346
F,Japan,2008,Bronze,24347
M,Japan,1996,Silver,24348
M,Japan,1972,Gold,24349
F,Japan,1964,Bronze,24350
F,Japan,2004,Bronze,24351
M,Japan,2004,Gold,24352
F,Japan,2000,Bronze,24353
M,Japan,2008,Silver,24355
M,Japan,1968,Gold,24356
M,Japan,1964,Gold,24357
M,Japan,2012,Silver,24358
M,Japan,1968,Bronze,24359
M,Japan,1968,Gold,24360
M,Japan,1968,Silver,24361
M,Japan,1968,Gold,24362
M,Japan,1968,Gold,24363
M,Japan,1968,Gold,24364
M,Japan,1972,Bronze,24365
M,Japan,1972,Gold,24366
M,Japan,1972,Silver,24367
M,Japan,1972,Gold,24368
M,Japan,1936,Bronze,24387
M,Japan,1932,Bronze,24388
M,Japan,1932,Gold,24389
M,Japan,1964,Bronze,24552
M,Japan,1968,Silver,24553
M,Japan,1972,Gold,24554
M,Japan,1976,Gold,24959
M,Japan,1992,Bronze,24967
M,Japan,1932,Gold,24968
M,Japan,1932,Silver,24969
M,Japan,1936,Silver,24970
M,Japan,1994,Silver,24971
M,Japan,1988,Bronze,24972
M,Japan,1992,Bronze,24973
M,Japan,2016,Bronze,24974
M,Japan,1972,Gold,24975
M,Japan,1972,Bronze,24976
M,Japan,1998,Gold,24977
M,Japan,1992,Bronze,24978
M,Japan,2012,Bronze,24979
F,Japan,2008,Gold,24980
M,Japan,2016,Silver,24996
M,Japan,1928,Silver,25028
F,Japan,2004,Gold,25040
M,Japan,1972,Gold,25041
M,Japan,1996,Silver,25043
M,Japan,1996,Gold,25050
M,Japan,2000,Gold,25051
M,Japan,2004,Gold,25052
M,Japan,1972,Gold,25053
M,Japan,1984,Bronze,25135
F,Japan,2012,Gold,25331
M,Japan,1928,Gold,25403
F,Japan,1984,Bronze,25404
M,Japan,1936,Bronze,25420
M,Japan,2004,Bronze,25451
M,Japan,1992,Silver,25453
M,Japan,1968,Bronze,25457
M,Japan,1992,Gold,25458
M,Japan,1994,Gold,25459
F,Japan,2012,Silver,25505
M,Japan,1964,Bronze,25509
M,Japan,1968,Silver,25510
F,Japan,1968,Silver,25516
F,Japan,1972,Silver,25517
M,Japan,1994,Silver,25525
M,Japan,1998,Gold,25526
M,Japan,1964,Bronze,25527
M,Japan,1992,Bronze,25528
F,Japan,1972,Silver,25531
F,Japan,1976,Gold,25532
F,Japan,2000,Bronze,25534
M,Japan,1972,Gold,25535
M,Japan,1964,Gold,25536
F,Japan,1998,Bronze,25537
M,Japan,2008,Silver,25539
M,Japan,1968,Silver,25542
M,Japan,1972,Gold,25543
M,Japan,1996,Silver,25552
