Sex,Team,Year,Medal,ID
M,Afghanistan,2008,Bronze,24912
M,Afghanistan,2012,Bronze,24913
M,Algeria,2000,Bronze,517
M,Algeria,1996,Bronze,1565
M,Algeria,2008,Silver,2488
F,Algeria,1992,Gold,3665
F,Algeria,2008,Bronze,12402
M,Algeria,2000,Bronze,12626
M,Algeria,2012,Gold,21389
M,Algeria,2016,Silver,21390
M,Algeria,2016,Silver,21391
F,Algeria,2000,Gold,22805
M,Algeria,1996,Gold,23670
M,Algeria,1984,Bronze,23890
M,Algeria,2000,Bronze,30109
M,Algeria,2000,Silver,30110
M,Algeria,1992,Bronze,32666
M,Algeria,1996,Gold,32667
M,Algeria,1984,Bronze,39276
M,Argentina,2008,Gold,145
M,Argentina,2008,Gold,249
F,Argentina,2000,Silver,297
F,Argentina,2004,Bronze,298
F,Argentina,2008,Bronze,299
M,Argentina,1996,Silver,554
F,Argentina,2000,Bronze,631
M,Argentina,1936,Gold,849
M,Argentina,1928,Bronze,922
F,Argentina,2000,Silver,1015
F,Argentina,2004,Bronze,1016
F,Argentina,2000,Silver,1189
F,Argentina,2004,Bronze,1190
M,Argentina,1928,Gold,1379
M,Argentina,1996,Silver,1403
M,Argentina,2004,Gold,1404
F,Argentina,2000,Silver,1415
F,Argentina,2004,Bronze,1416
F,Argentina,2008,Bronze,1417
F,Argentina,2012,Silver,1418
M,Argentina,1932,Silver,1427
M,Argentina,2008,Gold,1745
F,Argentina,2004,Bronze,1798
F,Argentina,2008,Bronze,1892
F,Argentina,2012,Silver,1893
M,Argentina,1996,Silver,1993
M,Argentina,1928,Silver,2832
M,Argentina,1928,Silver,3602
M,Argentina,1996,Silver,3603
M,Argentina,2016,Gold,4192
M,Argentina,1924,Silver,4203
M,Argentina,2008,Gold,4396
M,Argentina,2004,Gold,4414
F,Argentina,2004,Bronze,4447
F,Argentina,2008,Bronze,4448
M,Argentina,1948,Gold,4609
M,Argentina,2012,Bronze,4663
M,Argentina,1928,Silver,4667
M,Argentina,2016,Gold,4707
M,Argentina,1928,Bronze,4736
F,Argentina,1936,Silver,4766
M,Argentina,1952,Gold,4845
F,Argentina,2016,Gold,4969
M,Argentina,1928,Silver,4973
M,Argentina,1936,Gold,5021
M,Argentina,1988,Bronze,5068
F,Argentina,2012,Silver,5115
M,Argentina,1996,Silver,5116
M,Argentina,1936,Gold,5118
M,Argentina,1996,Bronze,5189
M,Argentina,1996,Silver,5226
M,Argentina,1928,Silver,5466
M,Argentina,1948,Bronze,5649
M,Argentina,1988,Bronze,5909
M,Argentina,2004,Gold,5933
M,Argentina,1988,Bronze,6003
M,Argentina,2000,Bronze,6004
M,Argentina,1924,Silver,6070
M,Argentina,1996,Silver,6293
M,Argentina,2012,Gold,6301
M,Argentina,1988,Bronze,6442
M,Argentina,1936,Bronze,6457
M,Argentina,2008,Gold,6474
M,Argentina,2004,Gold,6515
F,Argentina,2012,Silver,6868
M,Argentina,2000,Bronze,6979
M,Argentina,2012,Bronze,6980
M,Argentina,1988,Bronze,7027
M,Argentina,2012,Bronze,7183
M,Argentina,2016,Silver,7184
M,Argentina,2004,Gold,7216
M,Argentina,2008,Bronze,7217
M,Argentina,2004,Gold,7224
M,Argentina,1996,Silver,7227
M,Argentina,1968,Bronze,7285
M,Argentina,1972,Silver,7286
F,Argentina,2004,Bronze,7466
M,Argentina,2008,Gold,7467
M,Argentina,1928,Silver,7491
M,Argentina,1948,Silver,7494
M,Argentina,1988,Bronze,7716
M,Argentina,1936,Gold,8196
M,Argentina,1996,Silver,8947
M,Argentina,2000,Silver,8948
M,Argentina,2004,Bronze,8949
M,Argentina,2008,Bronze,8950
M,Argentina,1928,Silver,9037
M,Argentina,2008,Gold,9291
M,Argentina,2004,Gold,9414
F,Argentina,2000,Silver,9452
M,Argentina,1928,Silver,9461
M,Argentina,1992,Bronze,9986
M,Argentina,2008,Gold,10414
M,Argentina,1928,Silver,10433
M,Argentina,1996,Silver,10477
F,Argentina,2000,Silver,10501
M,Argentina,2008,Gold,10574
F,Argentina,2000,Silver,10610
F,Argentina,2004,Bronze,10611
F,Argentina,2008,Bronze,10612
M,Argentina,1936,Gold,10778
M,Argentina,2016,Gold,11061
M,Argentina,2004,Gold,11119
M,Argentina,2008,Bronze,11120
M,Argentina,2004,Gold,11422
M,Argentina,2004,Gold,11423
F,Argentina,2004,Bronze,11426
F,Argentina,2008,Bronze,11427
M,Argentina,2004,Gold,11428
M,Argentina,2008,Bronze,11438
M,Argentina,1952,Silver,11514
M,Argentina,1952,Gold,12083
M,Argentina,1968,Bronze,12119
F,Argentina,2004,Bronze,12144
F,Argentina,2008,Bronze,12145
M,Argentina,2008,Bronze,12282
M,Argentina,2004,Gold,12283
M,Argentina,2008,Bronze,12284
F,Argentina,2012,Silver,12384
M,Argentina,2004,Gold,13279
F,Argentina,2000,Silver,13526
F,Argentina,2004,Bronze,13527
F,Argentina,2008,Bronze,13528
M,Argentina,1952,Bronze,13550
M,Argentina,2004,Gold,13561
M,Argentina,2016,Gold,14593
M,Argentina,2016,Gold,14595
M,Argentina,1948,Gold,14636
M,Argentina,2008,Bronze,16186
F,Argentina,2008,Bronze,16204
M,Argentina,1988,Bronze,16226
M,Argentina,1924,Gold,16685
M,Argentina,1928,Silver,19048
M,Argentina,2004,Bronze,19099
M,Argentina,2008,Bronze,19100
M,Argentina,2016,Gold,19101
M,Argentina,1928,Bronze,19189
M,Argentina,1960,Bronze,19327
M,Argentina,2008,Gold,19373
M,Argentina,1996,Silver,20666
M,Argentina,1996,Silver,20669
M,Argentina,2016,Gold,20673
M,Argentina,1932,Gold,20760
M,Argentina,1936,Silver,20761
M,Argentina,1928,Bronze,20844
M,Argentina,1928,Bronze,20845
F,Argentina,2008,Bronze,20849
F,Argentina,2012,Silver,20850
M,Argentina,2004,Gold,21028
F,Argentina,2012,Silver,21119
F,Argentina,2000,Silver,21351
F,Argentina,2000,Silver,21715
F,Argentina,2004,Bronze,21716
F,Argentina,2008,Bronze,21717
M,Argentina,1988,Bronze,21923
M,Argentina,2004,Gold,22002
M,Argentina,2008,Gold,22003
F,Argentina,2000,Silver,22026
M,Argentina,2016,Gold,22042
M,Argentina,2016,Gold,22290
M,Argentina,1928,Silver,22625
M,Argentina,2004,Gold,22627
M,Argentina,1924,Silver,22753
M,Argentina,2016,Gold,22782
F,Argentina,2012,Silver,22829
M,Argentina,2008,Gold,22881
M,Argentina,1924,Gold,23111
M,Argentina,1992,Bronze,23253
M,Argentina,2004,Gold,23579
M,Argentina,1928,Silver,23607
M,Argentina,2008,Gold,23615
M,Argentina,1996,Silver,23651
M,Argentina,1964,Silver,23661
F,Argentina,2012,Silver,24188
M,Argentina,1924,Gold,24462
M,Argentina,1924,Gold,24564
M,Argentina,2004,Gold,25024
M,Argentina,2008,Bronze,25025
M,Argentina,2004,Gold,25345
M,Argentina,2008,Bronze,25346
F,Argentina,2000,Silver,25731
F,Argentina,2004,Bronze,25732
M,Argentina,1928,Silver,25817
M,Argentina,1928,Silver,25834
M,Argentina,1996,Silver,25836
M,Argentina,2016,Gold,25845
M,Argentina,1952,Silver,26091
M,Argentina,1924,Gold,26115
M,Argentina,2016,Gold,26294
M,Argentina,2008,Gold,26296
F,Argentina,2008,Bronze,26301
F,Argentina,2016,Gold,26302
M,Argentina,1928,Silver,26487
M,Argentina,1996,Silver,26598
M,Argentina,2016,Gold,26708
M,Argentina,1928,Silver,26812
M,Argentina,1928,Silver,26821
M,Argentina,1948,Gold,26853
M,Argentina,2008,Gold,26854
M,Argentina,1996,Silver,27376
M,Argentina,1936,Bronze,27535
M,Argentina,2008,Bronze,27745
M,Argentina,1924,Bronze,27772
M,Argentina,2008,Bronze,27954
M,Argentina,1924,Bronze,28191
M,Argentina,2008,Bronze,28229
M,Argentina,1988,Bronze,28234
F,Argentina,2008,Bronze,28590
F,Argentina,2012,Silver,28591
M,Argentina,1936,Bronze,28780
M,Argentina,2016,Gold,28810
M,Argentina,2016,Gold,28811
F,Argentina,2000,Silver,29068
M,Argentina,2008,Gold,29089
M,Argentina,1932,Gold,29230
M,Argentina,1928,Gold,29294
M,Argentina,2004,Gold,29296
F,Argentina,2012,Silver,29312
F,Argentina,2000,Silver,29360
F,Argentina,2004,Bronze,29361
M,Argentina,2008,Gold,29462
M,Argentina,2004,Gold,29519
M,Argentina,2016,Gold,29618
F,Argentina,2008,Bronze,29619
F,Argentina,2004,Bronze,29901
F,Argentina,2008,Bronze,29902
F,Argentina,1988,Silver,30043
M,Argentina,2016,Gold,30170
M,Argentina,2004,Gold,30307
F,Argentina,2012,Silver,30309
M,Argentina,2004,Gold,30545
F,Argentina,2012,Silver,30613
M,Argentina,2004,Gold,31166
M,Argentina,2008,Bronze,31167
M,Argentina,2004,Gold,31168
M,Argentina,1952,Bronze,31342
M,Argentina,1956,Silver,31343
M,Argentina,1996,Silver,31390
M,Argentina,1996,Silver,31959
F,Argentina,1948,Silver,32003
M,Argentina,2008,Gold,32743
F,Argentina,2012,Silver,32953
F,Argentina,2012,Silver,32954
F,Argentina,2000,Silver,33277
F,Argentina,2004,Bronze,33278
F,Argentina,2004,Bronze,33647
F,Argentina,2008,Bronze,33653
F,Argentina,2004,Bronze,34380
M,Argentina,1928,Silver,34398
M,Argentina,2004,Gold,34638
M,Argentina,1988,Bronze,35922
M,Argentina,2008,Gold,35953
M,Argentina,2016,Gold,36792
M,Argentina,1936,Bronze,36815
M,Argentina,2016,Gold,36879
F,Argentina,2000,Silver,37173
F,Argentina,2004,Bronze,37174
F,Argentina,2008,Bronze,37175
M,Argentina,1988,Bronze,37615
M,Argentina,2004,Gold,38490
M,Argentina,1932,Gold,39154
M,Argentina,2008,Gold,39155
M,Argentina,1956,Bronze,39229
M,Argentina,1996,Silver,39266
M,Argentina,1928,Gold,39685
M,Argentina,1988,Bronze,39742
M,Armenia,2012,Bronze,453
M,Armenia,2016,Gold,454
M,Armenia,2008,Bronze,667
M,Armenia,2016,Silver,1211
M,Armenia,2008,Bronze,6831
M,Armenia,2008,Bronze,15293
M,Armenia,2012,Silver,15981
F,Armenia,2012,Bronze,16895
M,Armenia,2016,Silver,21966
M,Armenia,2008,Bronze,21967
M,Armenia,2008,Bronze,21968
M,Armenia,2000,Bronze,22716
M,Armenia,2016,Silver,23234
M,Armenia,1996,Silver,23397
M,Armenia,1996,Gold,24474
M,Armenia,2008,Bronze,26497
M,Australasia,1908,Silver,1626
M,Australasia,1908,Gold,1850
M,Australasia,1908,Silver,2176
M,Australasia,1908,Bronze,2177
M,Australasia,1912,Gold,3180
M,Australasia,1908,Gold,4925
M,Australasia,1908,Gold,4980
M,Australasia,1912,Gold,5229
M,Australasia,1908,Gold,6257
F,Australasia,1912,Gold,8292
M,Australasia,1908,Gold,11833
M,Australasia,1912,Bronze,12859
M,Australasia,1912,Bronze,12860
M,Australasia,1912,Gold,12861
M,Australasia,1912,Silver,13134
M,Australasia,1912,Gold,13135
M,Australasia,1908,Gold,13631
M,Australasia,1908,Bronze,16717
M,Australasia,1908,Gold,22309
M,Australasia,1908,Gold,22317
M,Australasia,1908,Gold,22378
M,Australasia,1908,Gold,22524
M,Australasia,1908,Gold,22564
M,Australasia,1908,Gold,23019
M,Australasia,1908,Gold,28911
M,Australasia,1908,Gold,29886
M,Australasia,1908,Gold,32422
M,Australasia,1912,Bronze,38152
F,Australasia,1912,Silver,38695
M,Australia,2008,Bronze,55
M,Australia,2016,Bronze,97
M,Australia,1956,Bronze,310
M,Australia,1992,Silver,321
M,Australia,1996,Bronze,322
M,Australia,2000,Gold,323
F,Australia,2000,Gold,526
F,Australia,2000,Bronze,536
F,Australia,2004,Silver,537
F,Australia,2008,Bronze,538
F,Australia,1964,Bronze,661
M,Australia,2004,Silver,767
M,Australia,1952,Bronze,768
M,Australia,1972,Gold,777
M,Australia,1984,Bronze,783
M,Australia,1972,Gold,785
M,Australia,1992,Bronze,827
F,Australia,1960,Bronze,878
F,Australia,1960,Silver,879
F,Australia,1996,Gold,883
F,Australia,1996,Gold,966
F,Australia,2000,Gold,967
M,Australia,1992,Gold,1010
M,Australia,1988,Gold,1151
M,Australia,1988,Silver,1152
F,Australia,2000,Gold,1155
M,Australia,1948,Bronze,1156
M,Australia,2008,Silver,1244
F,Australia,2016,Silver,1256
M,Australia,1948,Silver,1385
M,Australia,2004,Silver,1558
M,Australia,2004,Silver,1559
F,Australia,2008,Gold,1602
F,Australia,2012,Silver,1603
M,Australia,2000,Silver,1717
F,Australia,2004,Gold,1722
M,Australia,1952,Bronze,1788
M,Australia,1906,Bronze,1823
M,Australia,1906,Bronze,1824
M,Australia,2004,Bronze,1852
F,Australia,2008,Gold,1865
F,Australia,2012,Bronze,1866
F,Australia,2012,Silver,1867
F,Australia,2016,Silver,1868
F,Australia,2004,Silver,2016
F,Australia,2008,Silver,2017
F,Australia,2012,Bronze,2018
M,Australia,1984,Bronze,2025
M,Australia,2004,Gold,2122
M,Australia,2004,Gold,2123
F,Australia,2008,Bronze,2143
F,Australia,2012,Bronze,2144
M,Australia,1996,Bronze,2160
M,Australia,1920,Bronze,2178
M,Australia,1920,Silver,2179
M,Australia,1924,Bronze,2180
M,Australia,1924,Silver,2181
F,Australia,2016,Gold,2209
F,Australia,1960,Silver,2237
M,Australia,2006,Gold,2274
M,Australia,2010,Silver,2275
F,Australia,1988,Gold,2348
M,Australia,2012,Gold,2349
M,Australia,2016,Silver,2350
M,Australia,1976,Silver,2363
F,Australia,1964,Silver,2367
F,Australia,1968,Silver,2368
M,Australia,2008,Bronze,2372
M,Australia,2016,Silver,2408
M,Australia,1956,Bronze,2474
M,Australia,1976,Bronze,2516
M,Australia,1984,Silver,2654
M,Australia,1960,Silver,2707
M,Australia,1964,Gold,2708
M,Australia,1964,Bronze,2709
M,Australia,1976,Bronze,2736
M,Australia,1992,Silver,2755
F,Australia,2008,Silver,2776
M,Australia,2016,Bronze,2941
M,Australia,1992,Silver,2949
F,Australia,2012,Bronze,2967
F,Australia,1964,Bronze,3040
M,Australia,2000,Bronze,3050
M,Australia,2012,Silver,3188
M,Australia,2016,Silver,3189
M,Australia,1992,Silver,3228
M,Australia,2016,Silver,3458
M,Australia,1992,Bronze,3459
M,Australia,1996,Silver,3460
F,Australia,1996,Bronze,3475
F,Australia,2000,Bronze,3476
M,Australia,1964,Bronze,3527
F,Australia,2008,Bronze,3716
F,Australia,1988,Gold,3723
F,Australia,1996,Bronze,3734
F,Australia,2000,Silver,3735
M,Australia,1956,Bronze,3741
F,Australia,1968,Silver,3744
F,Australia,1972,Silver,3745
F,Australia,1972,Silver,3746
M,Australia,1994,Bronze,3790
M,Australia,2002,Gold,3791
F,Australia,2004,Bronze,3794
F,Australia,1984,Bronze,3823
M,Australia,2000,Bronze,3924
M,Australia,2004,Gold,3925
M,Australia,2008,Gold,3927
M,Australia,1980,Bronze,3944
M,Australia,2004,Silver,3953
F,Australia,2010,Gold,3970
F,Australia,2014,Silver,3971
M,Australia,2008,Bronze,3995
F,Australia,2012,Silver,4007
M,Australia,2008,Bronze,4023
M,Australia,2008,Bronze,4024
F,Australia,1996,Bronze,4034
F,Australia,2000,Silver,4035
F,Australia,1996,Bronze,4043
F,Australia,2000,Silver,4044
F,Australia,2004,Silver,4045
M,Australia,1980,Gold,4056
M,Australia,1984,Silver,4057
M,Australia,1984,Bronze,4058
M,Australia,2004,Gold,4059
M,Australia,2008,Bronze,4060
M,Australia,1968,Bronze,4076
M,Australia,2004,Gold,4106
M,Australia,2004,Gold,4107
M,Australia,1976,Bronze,4110
F,Australia,1996,Bronze,4114
F,Australia,2000,Bronze,4115
M,Australia,2008,Bronze,4119
F,Australia,2012,Bronze,4132
M,Australia,1956,Bronze,4133
M,Australia,1956,Gold,4136
M,Australia,1976,Silver,4138
M,Australia,1948,Silver,4147
M,Australia,1984,Bronze,4274
M,Australia,1984,Bronze,4275
F,Australia,1988,Gold,4278
M,Australia,2000,Silver,4389
M,Australia,2008,Silver,4390
M,Australia,2012,Bronze,4428
M,Australia,2000,Silver,4435
M,Australia,2004,Silver,4436
M,Australia,2000,Silver,4450
F,Australia,2000,Gold,4477
M,Australia,2004,Silver,4481
M,Australia,2016,Bronze,4495
M,Australia,2016,Gold,4500
M,Australia,1960,Silver,4501
M,Australia,2004,Gold,4539
M,Australia,2012,Bronze,4560
F,Australia,1968,Gold,4650
M,Australia,1984,Bronze,4651
M,Australia,2000,Gold,4709
M,Australia,2008,Bronze,4710
F,Australia,2000,Silver,4716
F,Australia,2012,Bronze,4721
F,Australia,2016,Gold,4748
F,Australia,2008,Bronze,4752
F,Australia,2008,Bronze,4753
F,Australia,2012,Gold,4754
F,Australia,2016,Gold,4755
F,Australia,2016,Silver,4756
F,Australia,2002,Gold,4788
F,Australia,2006,Bronze,4789
F,Australia,1988,Gold,4838
F,Australia,1988,Gold,4839
F,Australia,1988,Gold,4857
M,Australia,1992,Silver,4868
F,Australia,2004,Silver,4946
F,Australia,2004,Gold,4974
M,Australia,2012,Bronze,4982
M,Australia,1960,Silver,4983
M,Australia,1996,Bronze,4990
F,Australia,2016,Gold,5047
F,Australia,2000,Gold,5074
M,Australia,1952,Bronze,5125
M,Australia,2016,Gold,5203
M,Australia,2016,Bronze,5204
M,Australia,2016,Bronze,5205
F,Australia,1996,Bronze,5241
M,Australia,1952,Bronze,5257
M,Australia,1956,Bronze,5259
M,Australia,1956,Gold,5260
M,Australia,2012,Silver,5261
F,Australia,1984,Bronze,5262
M,Australia,1976,Silver,5285
M,Australia,1924,Bronze,5288
M,Australia,1924,Gold,5289
M,Australia,1924,Silver,5290
M,Australia,1928,Silver,5291
M,Australia,1928,Silver,5292
M,Australia,1988,Silver,5408
F,Australia,2016,Gold,5467
M,Australia,1952,Bronze,5476
M,Australia,1996,Bronze,5570
M,Australia,1924,Silver,5601
M,Australia,2012,Bronze,5688
M,Australia,1972,Silver,5717
M,Australia,1964,Bronze,5751
M,Australia,2012,Gold,5779
F,Australia,1988,Gold,5785
M,Australia,1968,Bronze,5820
F,Australia,2008,Silver,5891
M,Australia,1996,Bronze,5927
M,Australia,2000,Silver,5928
F,Australia,1960,Silver,5943
M,Australia,2000,Bronze,5956
F,Australia,2016,Silver,6025
F,Australia,1996,Bronze,6031
F,Australia,2004,Silver,6032
M,Australia,1976,Silver,6038
M,Australia,1992,Gold,6044
M,Australia,1972,Gold,6046
F,Australia,1996,Bronze,6058
M,Australia,1992,Silver,6083
F,Australia,1992,Bronze,6156
F,Australia,2012,Gold,6204
F,Australia,2012,Silver,6205
F,Australia,2012,Bronze,6206
F,Australia,2012,Silver,6207
F,Australia,2012,Silver,6208
M,Australia,1952,Silver,6236
M,Australia,1952,Gold,6237
F,Australia,2008,Silver,6239
F,Australia,1996,Bronze,6242
M,Australia,1960,Gold,6252
F,Australia,1956,Silver,6269
F,Australia,1956,Gold,6270
F,Australia,1956,Gold,6271
F,Australia,1960,Silver,6272
M,Australia,2008,Gold,6287
F,Australia,1956,Gold,6323
F,Australia,2008,Bronze,6327
M,Australia,1964,Bronze,6346
F,Australia,2012,Bronze,6353
F,Australia,2012,Silver,6354
F,Australia,2016,Gold,6355
F,Australia,1996,Bronze,6364
M,Australia,2004,Bronze,6422
F,Australia,2008,Bronze,6428
M,Australia,1972,Gold,6451
M,Australia,2004,Silver,6458
F,Australia,2012,Silver,6472
M,Australia,1968,Bronze,6475
F,Australia,1956,Gold,6477
F,Australia,1956,Gold,6478
F,Australia,1956,Gold,6479
F,Australia,1964,Gold,6480
F,Australia,2016,Gold,6613
M,Australia,1976,Silver,6638
F,Australia,2016,Silver,6710
F,Australia,2008,Gold,6743
M,Australia,1988,Silver,6766
M,Australia,1952,Gold,6770
F,Australia,1948,Bronze,6771
M,Australia,1992,Silver,6775
M,Australia,1996,Bronze,6776
M,Australia,2000,Bronze,6777
F,Australia,2008,Bronze,6792
M,Australia,2004,Gold,6858
M,Australia,2004,Gold,7077
M,Australia,2008,Bronze,7078
M,Australia,2012,Bronze,7079
M,Australia,2004,Bronze,7088
M,Australia,1964,Bronze,7098
M,Australia,1968,Silver,7099
M,Australia,2012,Bronze,7102
M,Australia,2008,Silver,7189
M,Australia,1984,Silver,7191
F,Australia,1984,Bronze,7308
F,Australia,1996,Silver,7327
F,Australia,1932,Gold,7328
M,Australia,2012,Silver,7329
F,Australia,2012,Bronze,7333
M,Australia,1956,Silver,7407
M,Australia,1956,Gold,7408
M,Australia,1960,Gold,7409
M,Australia,1960,Bronze,7410
M,Australia,1996,Bronze,7417
M,Australia,1996,Gold,7482
M,Australia,2000,Gold,7483
M,Australia,1960,Bronze,7527
M,Australia,1964,Bronze,7528
M,Australia,1964,Bronze,7529
M,Australia,1968,Silver,7530
F,Australia,1996,Bronze,7545
F,Australia,2000,Bronze,7546
M,Australia,1992,Silver,7591
M,Australia,1996,Bronze,7592
M,Australia,2000,Bronze,7593
M,Australia,2012,Bronze,7737
M,Australia,1964,Bronze,7742
F,Australia,1996,Gold,7769
M,Australia,2000,Bronze,7784
M,Australia,2008,Bronze,7791
F,Australia,2004,Silver,7838
F,Australia,1988,Gold,7938
M,Australia,1968,Gold,7963
M,Australia,1968,Silver,7977
M,Australia,1956,Bronze,8016
M,Australia,1992,Silver,8052
M,Australia,1996,Bronze,8053
M,Australia,2000,Bronze,8054
M,Australia,2000,Bronze,8185
M,Australia,2012,Silver,8264
M,Australia,2016,Silver,8265
M,Australia,1988,Bronze,8332
M,Australia,1996,Gold,8334
M,Australia,2000,Gold,8335
M,Australia,1968,Silver,8339
M,Australia,2004,Gold,8375
M,Australia,2008,Bronze,8376
M,Australia,2012,Bronze,8377
M,Australia,2004,Silver,8378
M,Australia,2000,Bronze,8419
F,Australia,1996,Bronze,8485
F,Australia,2000,Bronze,8486
F,Australia,2004,Silver,8487
M,Australia,2016,Silver,8505
F,Australia,2012,Bronze,8506
M,Australia,1984,Bronze,8507
M,Australia,1996,Bronze,8517
M,Australia,2000,Silver,8518
M,Australia,2004,Silver,8519
M,Australia,2004,Gold,8567
M,Australia,2000,Bronze,8658
M,Australia,2004,Gold,8659
M,Australia,1960,Gold,8684
M,Australia,2000,Bronze,8700
M,Australia,1992,Silver,8701
M,Australia,1996,Bronze,8702
F,Australia,2012,Gold,8705
F,Australia,2012,Silver,8706
F,Australia,2012,Silver,8707
F,Australia,2016,Gold,8708
F,Australia,2016,Silver,8709
F,Australia,2016,Gold,8956
F,Australia,2016,Gold,8993
F,Australia,2012,Silver,9008
M,Australia,1992,Silver,9010
M,Australia,1980,Bronze,9026
M,Australia,1980,Gold,9027
M,Australia,1984,Bronze,9028
M,Australia,1984,Bronze,9029
M,Australia,1964,Bronze,9032
M,Australia,1968,Silver,9033
M,Australia,1984,Bronze,9035
M,Australia,1924,Gold,9038
F,Australia,1960,Silver,9064
F,Australia,2000,Bronze,9160
M,Australia,2000,Gold,9161
F,Australia,2004,Bronze,9178
F,Australia,1996,Bronze,9186
F,Australia,2000,Silver,9187
F,Australia,2004,Silver,9188
F,Australia,1996,Gold,9244
F,Australia,2000,Gold,9245
M,Australia,1984,Silver,9250
M,Australia,1968,Silver,9292
M,Australia,2000,Silver,9419
F,Australia,1996,Silver,9476
F,Australia,2000,Silver,9477
M,Australia,2008,Bronze,9502
M,Australia,1924,Gold,9581
M,Australia,2004,Silver,9591
M,Australia,1952,Bronze,9595
F,Australia,1988,Gold,9661
M,Australia,1896,Gold,9702
M,Australia,1896,Gold,9703
F,Australia,1988,Gold,9762
F,Australia,2008,Bronze,9809
F,Australia,2000,Bronze,9832
M,Australia,1972,Gold,9862
M,Australia,1992,Bronze,9864
M,Australia,2000,Silver,9865
F,Australia,1980,Gold,9873
F,Australia,1980,Bronze,9874
M,Australia,2012,Bronze,9876
F,Australia,2000,Bronze,9877
M,Australia,2012,Bronze,9909
M,Australia,2016,Silver,9910
M,Australia,1992,Bronze,9912
F,Australia,1984,Bronze,9928
M,Australia,1988,Bronze,9929
F,Australia,2012,Silver,9974
F,Australia,2016,Bronze,9975
F,Australia,2000,Gold,9977
F,Australia,1956,Gold,10046
F,Australia,1956,Silver,10047
F,Australia,1956,Gold,10048
F,Australia,1960,Gold,10049
F,Australia,1960,Silver,10050
F,Australia,1960,Silver,10051
F,Australia,1964,Gold,10052
F,Australia,1964,Silver,10053
F,Australia,1956,Gold,10054
F,Australia,2008,Bronze,10062
M,Australia,2008,Silver,10096
F,Australia,2008,Silver,10101
M,Australia,1996,Bronze,10121
M,Australia,2008,Gold,10122
F,Australia,1996,Silver,10124
F,Australia,2000,Gold,10125
M,Australia,1960,Silver,10133
M,Australia,2000,Gold,10363
M,Australia,1904,Silver,10419
M,Australia,1904,Silver,10420
M,Australia,1904,Silver,10421
M,Australia,1904,Bronze,10422
F,Australia,2008,Gold,10495
F,Australia,2008,Gold,10496
M,Australia,1996,Bronze,10569
M,Australia,1948,Silver,10660
M,Australia,1956,Gold,10671
M,Australia,1960,Silver,10702
M,Australia,1996,Bronze,10735
M,Australia,2000,Bronze,10736
M,Australia,2004,Gold,10862
M,Australia,2008,Bronze,10863
F,Australia,1956,Gold,11037
M,Australia,1996,Bronze,11072
F,Australia,2000,Bronze,11103
M,Australia,1996,Gold,11115
M,Australia,2004,Gold,11116
M,Australia,2008,Gold,11117
M,Australia,2012,Silver,11118
M,Australia,1956,Silver,11139
M,Australia,2016,Silver,11155
M,Australia,1964,Bronze,11222
M,Australia,1968,Silver,11223
F,Australia,2008,Bronze,11301
M,Australia,2012,Bronze,11315
M,Australia,1976,Silver,11337
M,Australia,2004,Silver,11433
M,Australia,1956,Silver,11452
M,Australia,1996,Bronze,11454
M,Australia,2000,Silver,11484
F,Australia,1996,Bronze,11512
F,Australia,2000,Silver,11513
M,Australia,1956,Silver,11540
F,Australia,1972,Bronze,11580
F,Australia,1972,Gold,11581
F,Australia,1972,Gold,11582
F,Australia,1972,Silver,11583
F,Australia,1972,Gold,11584
M,Australia,2012,Bronze,11600
F,Australia,2000,Silver,11660
M,Australia,1988,Bronze,11665
M,Australia,1992,Bronze,11666
M,Australia,1928,Bronze,11724
M,Australia,1932,Gold,11725
M,Australia,1992,Gold,11746
M,Australia,1956,Bronze,11748
F,Australia,2016,Gold,11750
M,Australia,1992,Gold,11753
M,Australia,1996,Gold,11754
M,Australia,1952,Bronze,11770
M,Australia,1956,Silver,11796
M,Australia,1984,Gold,11806
F,Australia,1996,Bronze,11822
F,Australia,1984,Bronze,11824
M,Australia,2016,Bronze,11844
F,Australia,2000,Silver,11851
F,Australia,2008,Silver,11859
M,Australia,1968,Silver,11973
F,Australia,2016,Silver,11978
F,Australia,2016,Silver,11979
M,Australia,2008,Bronze,12086
M,Australia,1984,Silver,12146
F,Australia,2000,Gold,12275
F,Australia,2008,Bronze,12333
F,Australia,2012,Bronze,12334
M,Australia,2000,Gold,12389
M,Australia,2000,Gold,12390
M,Australia,2004,Silver,12391
M,Australia,2004,Gold,12392
M,Australia,2004,Silver,12393
M,Australia,2008,Silver,12394
M,Australia,2008,Bronze,12395
M,Australia,1996,Bronze,12412
M,Australia,1996,Bronze,12439
M,Australia,1968,Silver,12466
M,Australia,1976,Silver,12467
M,Australia,1956,Gold,12611
M,Australia,2004,Gold,12648
M,Australia,2008,Bronze,12649
M,Australia,1976,Silver,12650
F,Australia,2000,Bronze,12701
F,Australia,2004,Silver,12702
F,Australia,2000,Gold,12717
M,Australia,1994,Bronze,12789
M,Australia,1996,Bronze,12809
M,Australia,2000,Bronze,12810
M,Australia,2004,Bronze,12811
F,Australia,2004,Silver,12812
F,Australia,2004,Gold,12813
F,Australia,2000,Bronze,12849
F,Australia,2008,Bronze,12850
F,Australia,1996,Bronze,12854
F,Australia,2000,Bronze,12855
F,Australia,2004,Silver,12856
F,Australia,2008,Bronze,12857
